sala,disciplina,professor,categoria,periodo (antigo;novo),horario
pre,administracao-t1,?,opt-geral,*;*,q08
pre,administracao-t1,?,opt-geral,*;*,x10
bg107,administracao-t2,?,opt-geral,*;*,s14
bg107,administracao-t2,?,opt-geral,*;*,q16
pre,administracao-t3,?,opt-geral,*;*,t16
pre,administracao-t3,?,opt-geral,*;*,x14
pre,adm-empreendedorismo-t1,?,opt-geral,*;*,t10
pre,adm-empreendedorismo-t1,?,opt-geral,*;*,x08
caa202,linear-t4,?,obrigatoria,3;3,t14
caa202,linear-t4,?,obrigatoria,3;3,i16
caa101,vetorial-t1,?,opt-geral,*;*,t08
caa101,vetorial-t1,?,opt-geral,*;*,i10
caa305,vetorial-t6,?,opt-geral,*;*,t08
caa305,vetorial-t6,?,opt-geral,*;*,i10
caa104,calculo1-t6,?,obrigatoria,1;2,s08
caa104,calculo1-t6,?,obrigatoria,1;2,q10
caa102,calculo1-t7,?,obrigatoria,1;2,s14
caa102,calculo1-t7,?,obrigatoria,1;2,q16
caa203,calculo2-t4,?,obrigatoria,2;3,s14
caa203,calculo2-t4,?,obrigatoria,2;3,q16
caa201,calculo3-t1,?,opt-geral,*;*,s08
caa201,calculo3-t1,?,opt-geral,*;*,q10
pre,direito-e-cidadania-t1,?,opt-geral,*;*,t10
pre,direito-e-cidadania-t1,?,opt-geral,*;*,x08
pre,economia-t2,?,opt-geral,*;*,s14
pre,economia-t2,?,opt-geral,*;*,q16
bz104,economia-t3,?,opt-geral,*;*,t14
bz104,economia-t3,?,opt-geral,*;*,i16
bz104,economia-t4,?,opt-geral,*;*,t16
bz104,economia-t4,?,opt-geral,*;*,x14
caa104,estatistica-aplicada-t1,?,obrigatoria,4;5,s10
caa104,estatistica-aplicada-t1,?,obrigatoria,4;5,i08
caa303,fisica1-t9,?,opt-geral,*;*,s16
caa303,fisica1-t9,?,opt-geral,*;*,i14
caa401,fisica3-t5,?,opt-geral,*;*,s16
caa401,fisica3-t5,?,opt-geral,*;*,i14
sala-5,ingles-t1,?,opt-geral,*;*,t14
sala-5,ingles-t1,?,opt-geral,*;*,i16
caa305,intro-prob-t2,?,obrigatoria,3;4,s10
caa305,intro-prob-t2,?,obrigatoria,3;4,i08
pre,lingua-portuguesa-t4,?,opt-geral,*;*,q08
pre,lingua-portuguesa-t4,?,opt-geral,*;*,x10
pre,lingua-portuguesa-t5,?,opt-geral,*;*,q08
pre,lingua-portuguesa-t5,?,opt-geral,*;*,x10
pre,metodologia-t3,?,obrigatoria,2;6,s08
pre,metodologia-t3,?,obrigatoria,2;6,q10
lcc1,adm-sistemas-t1,reinaldo,opt-especifica,*;*,q08
lcc1,adm-sistemas-t1,reinaldo,opt-especifica,*;*,x10
re-08,aa1-t1,rohit,opt-especifica,*;*,t18
re-08,aa1-t1,rohit,opt-especifica,*;*,i18
re-08,aa2-t1,rohit,opt-especifica,*;*,t20
re-08,aa2-t1,rohit,opt-especifica,*;*,i20
re-08,analise-sistemas-t1,eliane,obrigatoria,5;5,t10
re-08,analise-sistemas-t1,eliane,obrigatoria,5;5,x08
cd105,analise-sistemas-t2,franklin,obrigatoria,5;5,t10
cd105,analise-sistemas-t2,franklin,obrigatoria,5;5,x08
caa307,atal-t1,melina,obrigatoria,5;7,t10
caa307,atal-t1,melina,obrigatoria,5;7,x08
caa308,arquitetura-soft-t1,joão,opt-especifica,*;*,t14
caa308,arquitetura-soft-t1,joão,opt-especifica,*;*,i16
re-08,bd1-t1,c. baptista,obrigatoria,5;4,t14
re-08,bd1-t1,c. baptista,obrigatoria,5;4,i16
re-04,bd1-t2,c. campello,obrigatoria,5;4,s08
re-04,bd1-t2,c. campello,obrigatoria,5;4,q10
pre,cnum-t1,marcelo,outros-cursos,*;*,t08
pre,cnum-t1,marcelo,outros-cursos,*;*,i10
pre,cnum-t2,bruno,outros-cursos,*;*,t08
pre,cnum-t2,bruno,outros-cursos,*;*,i10
caa101,cnum-t3,bruno,outros-cursos,*;*,t16
caa101,cnum-t3,bruno,outros-cursos,*;*,x14
re-04,compiladores-t1,franklin,obrigatoria,5;7,t08
re-04,compiladores-t1,franklin,obrigatoria,5;7,i10
cd105,eti-t1,jose,opt-especifica,*;*,s08
cd105,eti-t1,jose,opt-especifica,*;*,q10
pre,empreendedorismo-t1,robert,outros-cursos,*;*,t10
pre,empreendedorismo-t1,robert,outros-cursos,*;*,x08
lcc1,emp-soft-t1,hyggo,opt-especifica,*;*,s14
lcc1,emp-soft-t1,hyggo,opt-especifica,*;*,s16
caa406,es-t1,rohit,obrigatoria,4;5,s14
caa406,es-t1,rohit,obrigatoria,4;5,q16
caa403,eda-t1,adalberto,obrigatoria,3;3,s10
caa403,eda-t1,adalberto,obrigatoria,3;3,i08
caa402,eda-t2,joão,obrigatoria,3;3,t08
